car_id,scraped_at,is_accident_free,inspection_grade,has_sunroof,has_led_lamp,has_parking_sensor,has_rear_camera,has_auto_ac,has_smart_key,has_navigation,has_heated_seat,has_ventilated_seat,has_leather_seat,num_keys,has_tinting,tire_tread_front,tire_tread_rear,region,is_encar_direct,has_warranty
40792060,2025-11-24 18:52:17,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,올 뉴 카마로   SS 6.2 V8 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40896272,2025-11-24 18:52:19,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40823471,2025-11-24 18:52:21,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,팰리세이드   가솔린 3.8 2WD 익스클루시브 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40926475,2025-11-24 18:52:23,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40848707,2025-11-24 18:52:26,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,K7 프리미어   2.5 GDI 프레스티지 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40443452,2025-11-24 18:52:28,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,넥쏘   프리미엄 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40823391,2025-11-24 18:52:31,0,good,1,1,1,1,1,1,1,1,1,1,,0.0,,,니로 EV   노블레스 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40572284,2025-11-24 18:52:34,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40968492,2025-11-24 18:52:36,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40757930,2025-11-24 18:52:40,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,디 올 뉴 니로   트렌디 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40887689,2025-11-24 18:52:41,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,K8   2.5 가솔린 2WD 시그니처 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40531992,2025-11-24 18:52:44,0,good,1,0,1,1,1,1,1,1,1,1,,,,,더 뉴 모하비   디젤 3.0 4WD 프레지던트 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40806181,2025-11-24 18:52:46,0,good,1,1,1,1,1,1,1,1,1,1,,,,,더 뉴 그랜저 IG   2.5 르블랑 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
39080079,2025-11-24 18:52:49,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,더 뉴 그랜드 스타렉스   캠핑카 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
39037399,2025-11-24 18:52:52,0,good,1,1,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
39440563,2025-11-24 18:52:54,0,good,1,0,1,1,1,1,1,1,1,1,,,,,더 뉴 그랜드 스타렉스   어린이보호차 LPi 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40459596,2025-11-24 18:52:57,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,G80 (RG3)   가솔린 2.5 터보 AWD 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40334634,2025-11-24 18:53:00,0,good,1,1,1,1,1,1,1,1,1,1,,,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40234700,2025-11-24 18:53:02,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,투싼 (NX4)   가솔린 1.6 터보 2WD 인스퍼레이션 인천 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40790604,2025-11-24 18:53:05,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,올 뉴 카마로   SS 6.2 V8 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
41002578,2025-11-24 18:53:07,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,쏘렌토 4세대   디젤 2.2 4WD 노블레스 경기 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40853692,2025-11-24 18:53:10,0,normal,1,1,1,1,1,1,1,1,1,1,,,,,K8   2.5 가솔린 2WD 노블레스 라이트 서울 중고차 : 엔카 - 드림카 플랫폼 엔카,1,0
40876782,2025-11-24 18:53:12,0,normal,1,0,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
40554005,2025-11-24 18:53:15,0,normal,1,1,1,1,1,1,1,1,1,1,,0.0,,,"주소 : 서울특별시 중구 통일로2길 16, 18~19층(순화동)",1,0
